datasetID,institution,title,server
erdPH53sstnmday_Lon0360,NOAA NCEI,"SST, Pathfinder Ver 5.3 (L3C), Night, Global, 0.0417\u00b0, 1981-present, Science Quality (Monthly Composite), Lon0360","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
ECMM_Striped_dolphin,Duke University Marine Geospatial Ecology Laboratory,Striped Dolphin Habitat-based Marine Mammal Density Models for the U.S. Atlantic: Latest Versions,"https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
noaacwNPPN20S3AspmSCIDINEOF2kmDaily,NOAA NESDIS STAR,"Suspended Particulate Matter (Gap-filled DINEOF), NOAA S-NPP NOAA-20 VIIRS and Copernicus S-3A OLCI, Science Quality, Global 2km, 2018-recent, Daily","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
nesdisNPPN20S3AspmSCIDINEOFDaily,NOAA NESDIS STAR,"Suspended Particulate Matter (Gap-filled DINEOF), NOAA S-NPP NOAA-20 VIIRS and Copernicus S-3A OLCI, Science Quality, Global 9km, 2018-recent, Daily","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
erdFedRockfishCtd,NOAA SWFSC FED,"SWFSC FED Mid Water Trawl Juvenile Rockfish Survey, CTD Data, 1987-2015","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
erdFedRockfishStation,NOAA SWFSC FED,"SWFSC FED Mid Water Trawl Juvenile Rockfish Survey, Surface Data, 1987-2015","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
erdPrdCtd,NOAA SWFSC PRD,SWFSC Protected Resources Division CTD Data,"https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayIso,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1977-present, 20C Isotherm Depth","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayAirt,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1977-present, Air Temperature","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayCur,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1977-present, Currents","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5daySst,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1977-present, Sea Surface Temperature","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayT,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1977-present, Temperature","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayW,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1977-present, Wind","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayDyn,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1980-present, Dynamic Height","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayHeat,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1980-present, Heat Content","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayPos,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1980-present, Position","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayD,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1987-present, Potential Density Anomaly","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayS,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1987-present, Salinity","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayAdcp,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1988-2020, ADCP","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayEvap,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1989-present, Evaporation","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayQlat,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1989-present, Latent Heat Flux","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayRh,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1989-present, Relative Humidity","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayQsen,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1989-present, Sensible Heat Flux","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayTau,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1989-present, Wind Stress","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayRad,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1991-present, Downgoing Shortwave Radiation","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5daySwnet,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1991-present, Net Shortwave Radiation","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5daySss,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1992-present, Sea Surface Salinity","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5daySsd,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1992-present, Sigma-Theta","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayEmp,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1997-present, Evaporation Minus Precipitation","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayRf,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1997-present, Heat Flux Due To Rain","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayRain,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1997-present, Precipitation","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayBp,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 1998-present, Barometric (Air) Pressure","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayBf,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 2000-present, Buoyancy Flux","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayLw,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 2000-present, Longwave Radiation","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayLwnet,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 2000-present, Net Longwave Radiation","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTao5dayQnet,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, 5-Day, 2000-present, Total Heat Flux","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyIso,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1977-present, 20C Isotherm Depth","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyAirt,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1977-present, Air Temperature","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyCur,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1977-present, Currents","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDySst,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1977-present, Sea Surface Temperature","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyT,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1977-present, Temperature","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyW,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1977-present, Wind","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyDyn,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1980-present, Dynamic Height","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyHeat,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1980-present, Heat Content","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyPos,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1980-present, Position","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyD,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1987-present, Potential Density Anomaly","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyS,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1987-present, Salinity","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyAdcp,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1988-2020, ADCP","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyEvap,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1989-present, Evaporation","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyQlat,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1989-present, Latent Heat Flux","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyRh,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1989-present, Relative Humidity","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyQsen,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1989-present, Sensible Heat Flux","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyTau,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1989-present, Wind Stress","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyRad,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1991-present, Downgoing Shortwave Radiation","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDySwnet,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1991-present, Net Shortwave Radiation","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDySss,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1992-present, Sea Surface Salinity","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDySsd,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1992-present, Sigma-Theta","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyEmp,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1997-present, Evaporation Minus Precipitation","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyRf,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1997-present, Heat Flux Due To Rain","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyRain,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1997-present, Precipitation","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyBp,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 1998-present, Barometric (Air) Pressure","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyBf,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 2000-present, Buoyancy Flux","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyLw,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 2000-present, Longwave Radiation","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyLwnet,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 2000-present, Net Longwave Radiation","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoDyQnet,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Daily, 2000-present, Total Heat Flux","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonIso,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1977-present, 20C Isotherm Depth","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonAirt,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1977-present, Air Temperature","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonCur,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1977-present, Currents","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonSst,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1977-present, Sea Surface Temperature","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonT,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1977-present, Temperature","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonW,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1977-present, Wind","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonDyn,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1980-present, Dynamic Height","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonHeat,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1980-present, Heat Content","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonPos,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1980-present, Position","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonD,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1987-present, Potential Density Anomaly","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonS,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1987-present, Salinity","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonAdcp,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1988-2017, ADCP","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonEvap,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1989-present, Evaporation","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonQlat,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1989-present, Latent Heat Flux","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonRh,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1989-present, Relative Humidity","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonQsen,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1989-present, Sensible Heat Flux","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonTau,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1989-present, Wind Stress","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonRad,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1991-present, Downgoing Shortwave Radiation","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonSwnet,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1991-present, Net Shortwave Radiation","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonSss,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1992-present, Sea Surface Salinity","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonSsd,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1992-present, Sigma-Theta","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonEmp,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1997-present, Evaporation Minus Precipitation","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonRf,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1997-present, Heat Flux Due To Rain","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonRain,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1997-present, Precipitation","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonBp,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 1998-present, Barometric (Air) Pressure","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonBf,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 2000-present, Buoyancy Flux","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonLw,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 2000-present, Longwave Radiation","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonLwnet,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 2000-present, Net Longwave Radiation","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoMonQnet,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Monthly, 2000-present, Total Heat Flux","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoQrtRad,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Quarterly, 1901-present, Downgoing Shortwave Radiation","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoQrtIso,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Quarterly, 1977-present, 20C Isotherm Depth","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoQrtAirt,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Quarterly, 1977-present, Air Temperature","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoQrtCur,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Quarterly, 1977-present, Currents","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoQrtSst,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Quarterly, 1977-present, Sea Surface Temperature","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoQrtT,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Quarterly, 1977-present, Temperature","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoQrtW,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Quarterly, 1977-present, Wind","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoQrtDyn,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Quarterly, 1980-present, Dynamic Height","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoQrtHeat,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Quarterly, 1980-present, Heat Content","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
pmelTaoQrtPos,"NOAA PMEL, TAO/TRITON, RAMA, PIRATA","TAO/TRITON, RAMA, and PIRATA Buoys, Quarterly, 1980-present, Position","https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.html?datasetID,institution,title"
