,latitude (degrees_north),longitude (degrees_east),url
117,43.13399999999999,-70.911,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_grborwq
118,29.667071000000004,-81.257403,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_gtmpcwq
119,29.601,-85.0277,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_apapcwq
120,30.050857,-81.367465,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_gtmpiwq
121,48.5565,-122.5296,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_pdbbpwq
122,41.64055,-71.34088100000001,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_narpcwq
123,25.9141,-81.5404,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_rkbpbwq
124,34.156,-77.8499,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_nocrcwq
125,37.34722222222221,-120.975,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_nws_hads_de02c5bc
126,29.868851,-81.307428,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_gtmsswq
127,43.344711,-70.549217,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_welsmwq
128,41.3825,-82.515,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_owcwmwq
129,37.571397999999995,-76.88399,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_cbvspwq
130,41.578361,-71.321125,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_nartbwq
131,41.578361,-71.321125,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_nartswq
132,37.414986,-76.71441999999999,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_cbvtcwq
133,33.2991461,-79.2560564,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_niwtawq
134,43.317217,-124.321633,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_sosvawq
135,43.282416999999995,-124.32031699999999,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_soswiwq
136,33.9547,-77.935,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_noczbwq
137,43.3377,-124.32053300000001,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_soschwq
138,38.0012,-122.4604,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_sfbccwq
139,29.7858,-84.8752,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_apaeswq
140,32.6637,-80.413,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_acegpwq
141,38.796,-76.7208,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_cbmipwq
142,48.518917,-122.474972,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_pdbjewq
143,43.340153,-70.540603,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_wellmwq
144,39.4507,-76.2746,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_cbmocwq
145,43.052403000000005,-70.911811,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_grbsqwq
146,42.0365,-73.9253,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_hudtnwq
147,42.027,-73.9259,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_hudtswq
148,33.309425,-79.2887556,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_niwwbwq
149,33.309425,-79.2887556,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_niwwswq
150,38.1949,-122.0328,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_sfbfmwq
151,38.0159,-122.5085,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_sfbgcwq
152,29.755689,-85.003525,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_apalmwq
153,26.0257,-81.7332,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_rkblhwq
154,25.9343,-81.5946,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_rkbmbwq
155,38.1841,-122.0136,https://erddap.sensors.ioos.us/erddap/tabledap/nerrs_sfbsmwq
156,42.61954,-73.7589,https://erddap.sensors.ioos.us/erddap/tabledap/org_hrecos_hralbph
157,41.386,-73.955,https://erddap.sensors.ioos.us/erddap/tabledap/org_hrecos_hrwstpth
158,41.9630555555556,-123.105555555556,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_nws_hads_ea9005a6
159,40.713239,-74.123086,https://erddap.sensors.ioos.us/erddap/tabledap/org_hrecos_hrpvsc
160,42.4996,-73.7768,https://erddap.sensors.ioos.us/erddap/tabledap/org_hrecos_hrschdh
161,46.173,-124.12700000000001,https://erddap.sensors.ioos.us/erddap/tabledap/org_cmop_46096
162,46.185,-123.18799999999999,https://erddap.sensors.ioos.us/erddap/tabledap/wmo_srfw1
163,38.658333333333296,-122.82833333333299,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_nws_hads_dd593034
164,59.7262,-151.04865,https://erddap.sensors.ioos.us/erddap/tabledap/cdmo_nerrs_bearcove
165,30.357,-88.463,https://erddap.sensors.ioos.us/erddap/tabledap/wmo_gdqm6
166,36.714444444444396,-120.16,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_nws_hads_348e0306
167,46.629001617431605,-123.95159912109399,https://erddap.sensors.ioos.us/erddap/tabledap/nanoos_psi_baycenter
168,32.635999999999996,-80.366,https://erddap.sensors.ioos.us/erddap/tabledap/wmo_acfs1
169,37.571,-76.884,https://erddap.sensors.ioos.us/erddap/tabledap/wmo_cvqv2
170,45.571999999999996,-122.37899999999999,https://erddap.sensors.ioos.us/erddap/tabledap/wmo_sraw1
